epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
200,328.672,1.60391,0.68954,0.98354,0.9948,0.99792,0.99496,0.57881,1.50106,0.6546,0.94232,0.000572281,0.000572281,0.000572281
201,330.551,1.44215,0.69977,0.95466,0.9948,0.99792,0.99496,0.57881,1.50106,0.6546,0.94232,0.00056678,0.00056678,0.00056678
202,332.247,1.55021,0.69129,0.96574,0.9948,0.99792,0.99496,0.57881,1.50106,0.6546,0.94232,0.000561279,0.000561279,0.000561279
203,335.249,1.55982,0.71467,0.96179,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.000555778,0.000555778,0.000555778
204,336.961,1.5084,0.7291,0.9315,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.000550277,0.000550277,0.000550277
205,338.279,1.49059,0.66897,0.95541,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.000544776,0.000544776,0.000544776
206,340.042,1.56202,0.70954,0.97931,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.000539275,0.000539275,0.000539275
207,342.139,1.50622,0.70038,0.96065,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.000533773,0.000533773,0.000533773
208,343.828,1.56784,0.69809,0.91727,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.000528272,0.000528272,0.000528272
209,345.179,1.54798,0.70668,0.97566,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.000522771,0.000522771,0.000522771
210,346.708,1.5027,0.68805,0.90847,0.99385,0.99583,0.99408,0.57892,1.50224,0.64428,0.942,0.00051727,0.00051727,0.00051727
211,349.237,1.43229,0.64233,0.91656,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000511769,0.000511769,0.000511769
212,350.673,1.56223,0.702,0.87542,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000506268,0.000506268,0.000506268
213,352.293,1.46116,0.6749,0.92714,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000500767,0.000500767,0.000500767
214,354.035,1.58252,0.69245,0.97153,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000495266,0.000495266,0.000495266
215,356.056,1.49447,0.67847,0.93358,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000489765,0.000489765,0.000489765
216,357.935,1.53606,0.66928,0.94752,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000484263,0.000484263,0.000484263
217,359.609,1.56695,0.68333,0.91223,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000478762,0.000478762,0.000478762
218,361.208,1.53175,0.69435,0.90828,0.99654,0.99792,0.99492,0.57672,1.50771,0.64647,0.94142,0.000473261,0.000473261,0.000473261
219,364.08,1.62497,0.7053,0.98927,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.00046776,0.00046776,0.00046776
220,365.907,1.55022,0.68908,0.96748,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.000462259,0.000462259,0.000462259
221,367.437,1.53827,0.70171,0.96261,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.000456758,0.000456758,0.000456758
222,369.06,1.56232,0.68998,0.96705,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.000451257,0.000451257,0.000451257
223,370.675,1.52451,0.7152,0.95476,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.000445756,0.000445756,0.000445756
224,372.36,1.54685,0.6702,0.97469,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.000440255,0.000440255,0.000440255
225,373.996,1.5593,0.68579,0.99723,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.000434754,0.000434754,0.000434754
226,375.561,1.52332,0.70024,0.9185,0.99627,0.99792,0.9949,0.58692,1.50406,0.63863,0.94106,0.000429253,0.000429253,0.000429253
227,378.474,1.46285,0.75901,0.88224,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.000423751,0.000423751,0.000423751
228,380.012,1.52763,0.68192,0.88927,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.00041825,0.00041825,0.00041825
229,381.771,1.44162,0.63369,0.89715,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.000412749,0.000412749,0.000412749
230,383.535,1.48936,0.64917,0.94312,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.000407248,0.000407248,0.000407248
231,385.286,1.56808,0.66113,0.95802,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.000401747,0.000401747,0.000401747
232,387.19,1.61348,0.68894,0.92593,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.000396246,0.000396246,0.000396246
233,388.803,1.61811,0.65588,1.00054,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.000390745,0.000390745,0.000390745
234,390.373,1.56489,0.68103,0.93268,0.99602,0.99792,0.99494,0.59187,1.48208,0.62258,0.93776,0.000385244,0.000385244,0.000385244
235,393.058,1.44369,0.63646,0.93109,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.000379743,0.000379743,0.000379743
236,394.767,1.38393,0.66169,0.93876,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.000374242,0.000374242,0.000374242
237,396.378,1.3794,0.65905,0.97019,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.00036874,0.00036874,0.00036874
238,398.097,1.51283,0.72688,0.94995,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.000363239,0.000363239,0.000363239
239,399.775,1.51622,0.69517,0.90122,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.000357738,0.000357738,0.000357738
240,401.37,1.49239,0.66339,0.91075,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.000352237,0.000352237,0.000352237
241,402.835,1.52097,0.65444,0.94594,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.000346736,0.000346736,0.000346736
242,404.468,1.51391,0.66716,0.9193,0.9938,0.99583,0.99462,0.58981,1.47788,0.60905,0.93812,0.000341235,0.000341235,0.000341235
243,407.587,1.5211,0.67037,0.91344,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000335734,0.000335734,0.000335734
244,409.044,1.53978,0.6596,0.94383,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000330233,0.000330233,0.000330233
245,410.617,1.57017,0.66634,0.98317,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000324732,0.000324732,0.000324732
246,412.265,1.5201,0.66497,0.97217,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000319231,0.000319231,0.000319231
247,413.808,1.47887,0.65526,0.94011,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000313729,0.000313729,0.000313729
248,415.756,1.52978,0.72741,0.98948,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000308228,0.000308228,0.000308228
249,418.064,1.58633,0.68072,0.94332,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000302727,0.000302727,0.000302727
250,419.777,1.5641,0.66386,0.97205,0.99656,0.99792,0.995,0.58993,1.48211,0.60226,0.94003,0.000297226,0.000297226,0.000297226
251,423.427,1.50079,0.70849,1.01309,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.000291725,0.000291725,0.000291725
252,425.117,1.49287,0.65919,0.94582,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.000286224,0.000286224,0.000286224
253,426.717,1.51957,0.65172,0.97215,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.000280723,0.000280723,0.000280723
254,428.259,1.43082,0.64808,0.95401,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.000275222,0.000275222,0.000275222
255,429.881,1.61687,0.67134,1.00381,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.000269721,0.000269721,0.000269721
256,431.508,1.48364,0.66793,0.92125,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.00026422,0.00026422,0.00026422
257,433.124,1.57402,0.67369,0.94732,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.000258718,0.000258718,0.000258718
258,434.387,1.47781,0.65656,1.00694,0.99624,0.99702,0.995,0.59786,1.46626,0.59993,0.93584,0.000253217,0.000253217,0.000253217
259,437.277,1.59645,0.65637,0.94839,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.000247716,0.000247716,0.000247716
260,439.114,1.48194,0.65038,0.94257,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.000242215,0.000242215,0.000242215
261,441.124,1.4123,0.63801,0.93493,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.000236714,0.000236714,0.000236714
262,442.834,1.54792,0.66636,0.95369,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.000231213,0.000231213,0.000231213
263,444.387,1.42904,0.65761,0.9459,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.000225712,0.000225712,0.000225712
264,445.822,1.43583,0.63999,0.92238,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.000220211,0.000220211,0.000220211
265,447.882,1.56678,0.67473,1.02649,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.00021471,0.00021471,0.00021471
266,449.648,1.43103,0.6637,0.92577,0.99608,0.99706,0.995,0.6017,1.4658,0.60333,0.93484,0.000209209,0.000209209,0.000209209
267,452.172,1.43168,0.67803,0.91243,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.000203707,0.000203707,0.000203707
268,454.837,1.47547,0.63964,0.94417,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.000198206,0.000198206,0.000198206
269,456.516,1.5159,0.69273,0.96657,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.000192705,0.000192705,0.000192705
270,458.284,1.47467,0.65581,0.90912,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.000187204,0.000187204,0.000187204
271,459.924,1.41776,0.64952,0.92279,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.000181703,0.000181703,0.000181703
272,461.165,1.45974,0.61395,0.95578,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.000176202,0.000176202,0.000176202
273,463.098,1.48685,0.67648,0.91116,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.000170701,0.000170701,0.000170701
274,464.414,1.47404,0.65011,0.98394,0.99823,0.99766,0.995,0.59886,1.4652,0.60744,0.93388,0.0001652,0.0001652,0.0001652
275,467.048,1.47296,0.64884,0.97639,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000159699,0.000159699,0.000159699
276,468.865,1.43593,0.6359,0.91817,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000154198,0.000154198,0.000154198
277,470.534,1.50522,0.65902,0.93369,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000148696,0.000148696,0.000148696
278,471.961,1.44934,0.65613,0.95509,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000143195,0.000143195,0.000143195
279,473.553,1.47004,0.64116,0.97461,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000137694,0.000137694,0.000137694
280,475.266,1.57356,0.6555,0.98605,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000132193,0.000132193,0.000132193
281,476.716,1.51064,0.67442,0.98989,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000126692,0.000126692,0.000126692
282,478.249,1.5147,0.63261,0.96357,0.99644,0.99792,0.995,0.60282,1.45807,0.60232,0.9326,0.000121191,0.000121191,0.000121191
283,481.262,1.37569,0.61742,0.90881,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,0.00011569,0.00011569,0.00011569
284,482.638,1.37755,0.64049,0.90579,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,0.000110189,0.000110189,0.000110189
285,484.19,1.42239,0.63304,0.91778,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,0.000104688,0.000104688,0.000104688
286,485.654,1.39731,0.60997,0.94224,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,9.91865e-05,9.91865e-05,9.91865e-05
287,487.513,1.50411,0.64692,0.9512,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,9.36854e-05,9.36854e-05,9.36854e-05
288,489.162,1.4622,0.67067,0.91112,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,8.81843e-05,8.81843e-05,8.81843e-05
289,490.767,1.45549,0.6535,0.90327,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,8.26832e-05,8.26832e-05,8.26832e-05
290,492.46,1.50922,0.63829,0.97837,0.99629,0.99792,0.995,0.60086,1.4553,0.59641,0.9326,7.71821e-05,7.71821e-05,7.71821e-05
291,495.53,1.43623,0.69335,0.96582,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,7.1681e-05,7.1681e-05,7.1681e-05
292,497.093,1.46975,0.71228,0.96455,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,6.61799e-05,6.61799e-05,6.61799e-05
293,498.704,1.42956,0.65714,0.95055,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,6.06788e-05,6.06788e-05,6.06788e-05
294,500.38,1.42334,0.67194,0.96695,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,5.51777e-05,5.51777e-05,5.51777e-05
295,501.939,1.4223,0.72401,0.92353,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,4.96766e-05,4.96766e-05,4.96766e-05
296,503.558,1.51775,0.84862,0.93347,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,4.41755e-05,4.41755e-05,4.41755e-05
297,505.123,1.4928,0.76574,0.97741,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,3.86744e-05,3.86744e-05,3.86744e-05
298,506.593,1.45151,0.83971,0.95051,0.99578,0.99792,0.99498,0.60374,1.45105,0.59328,0.93237,3.31733e-05,3.31733e-05,3.31733e-05
299,509.392,1.44571,0.7081,0.96987,0.99597,0.99792,0.99498,0.60447,1.44887,0.58976,0.93213,2.76722e-05,2.76722e-05,2.76722e-05
300,510.937,1.45692,0.68846,0.95264,0.99597,0.99792,0.99498,0.60447,1.44887,0.58976,0.93213,2.21711e-05,2.21711e-05,2.21711e-05
